timestamp,open,high,low,close,volume,symbol
2026-03-10T12:45:00+10:00,1.08437,1.08445,1.08424,1.08432,100,EURUSD
2026-03-10T13:00:00+10:00,1.08432,1.08441,1.08420,1.08428,100,EURUSD
2026-03-10T13:15:00+10:00,1.08428,1.08436,1.08416,1.08424,100,EURUSD
2026-03-10T13:30:00+10:00,1.08424,1.08432,1.08411,1.08419,100,EURUSD
2026-03-10T13:45:00+10:00,1.08419,1.08427,1.08407,1.08415,100,EURUSD
2026-03-10T14:00:00+10:00,1.08415,1.08423,1.08403,1.08411,100,EURUSD
2026-03-10T14:15:00+10:00,1.08411,1.08419,1.08398,1.08406,100,EURUSD
2026-03-10T14:30:00+10:00,1.08406,1.08414,1.08394,1.08402,100,EURUSD
2026-03-10T14:45:00+10:00,1.08402,1.08410,1.08390,1.08398,100,EURUSD
2026-03-10T15:00:00+10:00,1.08398,1.08406,1.08385,1.08393,100,EURUSD
2026-03-10T15:15:00+10:00,1.08393,1.08401,1.08381,1.08389,100,EURUSD
2026-03-10T15:30:00+10:00,1.08389,1.08397,1.08376,1.08384,100,EURUSD
2026-03-10T15:45:00+10:00,1.08384,1.08392,1.08372,1.08380,100,EURUSD
2026-03-10T16:00:00+10:00,1.08380,1.08387,1.08374,1.08381,100,EURUSD
2026-03-10T16:15:00+10:00,1.08381,1.08389,1.08375,1.08383,100,EURUSD
2026-03-10T16:30:00+10:00,1.08383,1.08390,1.08377,1.08384,100,EURUSD
2026-03-10T16:45:00+10:00,1.08384,1.08392,1.08378,1.08386,100,EURUSD
2026-03-10T17:00:00+10:00,1.08386,1.08393,1.08380,1.08387,100,EURUSD
2026-03-10T17:15:00+10:00,1.08387,1.08395,1.08381,1.08389,100,EURUSD
2026-03-10T17:30:00+10:00,1.08389,1.08396,1.08383,1.08390,100,EURUSD
2026-03-10T17:45:00+10:00,1.08390,1.08397,1.08384,1.08391,100,EURUSD
2026-03-10T18:00:00+10:00,1.08391,1.08399,1.08385,1.08393,100,EURUSD
2026-03-10T18:15:00+10:00,1.08393,1.08400,1.08387,1.08394,100,EURUSD
2026-03-10T18:30:00+10:00,1.08394,1.08402,1.08388,1.08396,100,EURUSD
2026-03-10T18:45:00+10:00,1.08396,1.08403,1.08390,1.08397,100,EURUSD
2026-03-10T19:00:00+10:00,1.08397,1.08405,1.08391,1.08399,100,EURUSD
2026-03-10T19:15:00+10:00,1.08399,1.08406,1.08393,1.08400,100,EURUSD
2026-03-10T19:30:00+10:00,1.08400,1.08407,1.08394,1.08401,100,EURUSD
2026-03-10T19:45:00+10:00,1.08401,1.08409,1.08395,1.08403,100,EURUSD
2026-03-10T20:00:00+10:00,1.08403,1.08410,1.08397,1.08404,100,EURUSD
2026-03-10T20:15:00+10:00,1.08404,1.08412,1.08398,1.08406,100,EURUSD
2026-03-10T20:30:00+10:00,1.08406,1.08413,1.08400,1.08407,100,EURUSD
2026-03-10T20:45:00+10:00,1.08407,1.08415,1.08401,1.08409,100,EURUSD
2026-03-10T21:00:00+10:00,1.08409,1.08416,1.08403,1.08410,100,EURUSD
2026-03-10T21:15:00+10:00,1.08410,1.08417,1.08404,1.08411,100,EURUSD
2026-03-10T21:30:00+10:00,1.08411,1.08419,1.08405,1.08413,100,EURUSD
2026-03-10T21:45:00+10:00,1.08413,1.08420,1.08407,1.08414,100,EURUSD
2026-03-10T22:00:00+10:00,1.08440,1.08470,1.08400,1.08420,100,EURUSD
2026-03-10T22:15:00+10:00,1.08420,1.08450,1.08395,1.08410,100,EURUSD
2026-03-10T22:30:00+10:00,1.08410,1.08430,1.08390,1.08400,100,EURUSD
2026-03-10T22:45:00+10:00,1.08400,1.08450,1.08395,1.08430,100,EURUSD
2026-03-10T23:00:00+10:00,1.08430,1.08656,1.08420,1.08500,100,EURUSD
2026-03-10T23:15:00+10:00,1.08500,1.08510,1.08190,1.08210,100,EURUSD
2026-03-10T23:30:00+10:00,1.08210,1.08220,1.08170,1.08190,100,EURUSD
2026-03-10T23:45:00+10:00,1.08190,1.08340,1.08180,1.08310,100,EURUSD
2026-03-11T00:00:00+10:00,1.08300,1.08330,1.08140,1.08160,100,EURUSD
2026-03-11T00:15:00+10:00,1.08160,1.08170,1.07900,1.07920,100,EURUSD
2026-03-11T00:30:00+10:00,1.07920,1.07926,1.07908,1.07912,100,EURUSD
2026-03-11T00:45:00+10:00,1.07912,1.07918,1.07900,1.07904,100,EURUSD
2026-03-11T01:00:00+10:00,1.07904,1.07910,1.07892,1.07896,100,EURUSD
2026-03-11T01:15:00+10:00,1.07896,1.07902,1.07884,1.07888,100,EURUSD
2026-03-11T01:30:00+10:00,1.07888,1.07894,1.07876,1.07880,100,EURUSD
2026-03-11T01:45:00+10:00,1.07880,1.07886,1.07868,1.07872,100,EURUSD
2026-03-11T02:00:00+10:00,1.07872,1.07878,1.07860,1.07864,100,EURUSD
