timestamp,open,high,low,close,volume,symbol
2026-03-10T12:45:00+10:00,1.08419,1.08429,1.08404,1.08414,100,EURUSD
2026-03-10T13:00:00+10:00,1.08414,1.08424,1.08398,1.08408,100,EURUSD
2026-03-10T13:15:00+10:00,1.08408,1.08418,1.08393,1.08403,100,EURUSD
2026-03-10T13:30:00+10:00,1.08403,1.08413,1.08388,1.08398,100,EURUSD
2026-03-10T13:45:00+10:00,1.08398,1.08408,1.08382,1.08392,100,EURUSD
2026-03-10T14:00:00+10:00,1.08392,1.08402,1.08377,1.08387,100,EURUSD
2026-03-10T14:15:00+10:00,1.08387,1.08397,1.08372,1.08382,100,EURUSD
2026-03-10T14:30:00+10:00,1.08382,1.08392,1.08367,1.08377,100,EURUSD
2026-03-10T14:45:00+10:00,1.08377,1.08387,1.08361,1.08371,100,EURUSD
2026-03-10T15:00:00+10:00,1.08460,1.08500,1.08380,1.08420,100,EURUSD
2026-03-10T15:15:00+10:00,1.08420,1.08470,1.08360,1.08390,100,EURUSD
2026-03-10T15:30:00+10:00,1.08390,1.08410,1.08280,1.08320,100,EURUSD
2026-03-10T15:45:00+10:00,1.08320,1.08460,1.08310,1.08440,100,EURUSD
2026-03-10T16:00:00+10:00,1.08450,1.08656,1.08430,1.08510,100,EURUSD
2026-03-10T16:15:00+10:00,1.08510,1.08520,1.08190,1.08210,100,EURUSD
2026-03-10T16:30:00+10:00,1.08210,1.08220,1.08170,1.08190,100,EURUSD
2026-03-10T16:45:00+10:00,1.08190,1.08340,1.08180,1.08310,100,EURUSD
2026-03-10T17:00:00+10:00,1.08300,1.08330,1.08140,1.08160,100,EURUSD
2026-03-10T17:15:00+10:00,1.08160,1.08170,1.07900,1.07920,100,EURUSD
2026-03-10T17:30:00+10:00,1.07920,1.07926,1.07908,1.07912,100,EURUSD
2026-03-10T17:45:00+10:00,1.07912,1.07918,1.07900,1.07904,100,EURUSD
2026-03-10T18:00:00+10:00,1.07904,1.07910,1.07892,1.07896,100,EURUSD
2026-03-10T18:15:00+10:00,1.07896,1.07902,1.07884,1.07888,100,EURUSD
2026-03-10T18:30:00+10:00,1.07888,1.07894,1.07876,1.07880,100,EURUSD
2026-03-10T18:45:00+10:00,1.07880,1.07886,1.07868,1.07872,100,EURUSD
2026-03-10T19:00:00+10:00,1.07872,1.07878,1.07860,1.07864,100,EURUSD
2026-03-10T19:15:00+10:00,1.07864,1.07870,1.07852,1.07856,100,EURUSD
2026-03-10T19:30:00+10:00,1.07856,1.07862,1.07844,1.07848,100,EURUSD
2026-03-10T19:45:00+10:00,1.07848,1.07854,1.07836,1.07840,100,EURUSD
2026-03-10T20:00:00+10:00,1.07840,1.07846,1.07828,1.07832,100,EURUSD
2026-03-10T20:15:00+10:00,1.07832,1.07838,1.07820,1.07824,100,EURUSD
2026-03-10T20:30:00+10:00,1.07824,1.07830,1.07812,1.07816,100,EURUSD
2026-03-10T20:45:00+10:00,1.07816,1.07822,1.07804,1.07808,100,EURUSD
2026-03-10T21:00:00+10:00,1.07808,1.07814,1.07796,1.07800,100,EURUSD
